<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
LKOH,D,20121214,000000,2003.6000000,830523
LKOH,D,20121217,000000,2013.2000000,1249742
LKOH,D,20121218,000000,2007.6000000,1176101
LKOH,D,20121219,000000,2007.4000000,1303797
LKOH,D,20121220,000000,2039.9000000,931328
LKOH,D,20121221,000000,2025.0000000,958115
LKOH,D,20121224,000000,2007.0000000,564351
LKOH,D,20121225,000000,2017.0000000,496315
LKOH,D,20121226,000000,2015.6000000,1945333
LKOH,D,20121227,000000,2011.0000000,567793
LKOH,D,20121228,000000,2000.2000000,921644
LKOH,D,20130108,000000,2024.6000000,951779
LKOH,D,20130109,000000,2026.7000000,1018812
LKOH,D,20130110,000000,2008.5000000,633636
LKOH,D,20130111,000000,2006.1000000,832851
LKOH,D,20130114,000000,2020.0000000,1165047
LKOH,D,20130115,000000,2006.0000000,559318
LKOH,D,20130116,000000,2007.6000000,708466
LKOH,D,20130117,000000,2012.7000000,940576
LKOH,D,20130118,000000,2017.0000000,652297
LKOH,D,20130121,000000,2003.0000000,413675
LKOH,D,20130122,000000,1983.1000000,870903
LKOH,D,20130123,000000,1986.0000000,675937
LKOH,D,20130124,000000,1999.3000000,1130750
LKOH,D,20130125,000000,2018.8000000,768374
LKOH,D,20130128,000000,2020.0000000,841805
LKOH,D,20130129,000000,1995.5000000,875939
LKOH,D,20130130,000000,1998.2000000,639571
LKOH,D,20130131,000000,2020.1000000,1003433
LKOH,D,20130201,000000,2014.5000000,826403
LKOH,D,20130204,000000,2007.2000000,643538
LKOH,D,20130205,000000,2016.1000000,453165
LKOH,D,20130206,000000,2004.7000000,818791
LKOH,D,20130207,000000,2000.4000000,669624
LKOH,D,20130208,000000,1991.2000000,885300
LKOH,D,20130211,000000,1994.3000000,511279
LKOH,D,20130212,000000,1990.1000000,374984
LKOH,D,20130213,000000,2010.2000000,1431163
LKOH,D,20130214,000000,2005.0000000,1081561
LKOH,D,20130215,000000,1999.6000000,721133
LKOH,D,20130218,000000,1990.8000000,584621
LKOH,D,20130219,000000,1984.0000000,480496
LKOH,D,20130220,000000,1980.0000000,757813
LKOH,D,20130221,000000,1974.2000000,1065811
LKOH,D,20130222,000000,1980.0000000,443368
LKOH,D,20130225,000000,1988.1000000,439245
LKOH,D,20130226,000000,1970.0000000,587641
LKOH,D,20130227,000000,1980.0000000,368952
LKOH,D,20130228,000000,1963.0000000,1168583
LKOH,D,20130301,000000,1958.6000000,1133771
LKOH,D,20130304,000000,1965.5000000,658273
LKOH,D,20130305,000000,1974.5000000,770166
LKOH,D,20130306,000000,1992.0000000,807601
LKOH,D,20130307,000000,2010.0000000,1227244
LKOH,D,20130311,000000,2015.7000000,1810349
LKOH,D,20130312,000000,2014.9000000,775661
LKOH,D,20130313,000000,2003.0000000,1125171
LKOH,D,20130314,000000,1996.1000000,902282
LKOH,D,20130315,000000,1994.0000000,1217384
LKOH,D,20130318,000000,1962.5000000,1638625
LKOH,D,20130319,000000,1939.2000000,1118689
LKOH,D,20130320,000000,1948.6000000,980527
LKOH,D,20130321,000000,1940.0000000,854284
LKOH,D,20130322,000000,1943.0000000,736594
LKOH,D,20130325,000000,1923.0000000,767852
LKOH,D,20130326,000000,1938.0000000,991799
LKOH,D,20130327,000000,1969.5000000,1221978
LKOH,D,20130328,000000,1996.9000000,756049
LKOH,D,20130329,000000,1998.5000000,267022
LKOH,D,20130401,000000,1975.0000000,467739
LKOH,D,20130402,000000,1990.5000000,448014
LKOH,D,20130403,000000,1973.9000000,749231
LKOH,D,20130404,000000,1967.6000000,726217
LKOH,D,20130405,000000,1935.6000000,1287955
LKOH,D,20130408,000000,1920.1000000,890987
LKOH,D,20130409,000000,1961.1000000,833182
LKOH,D,20130410,000000,1948.8000000,636232
LKOH,D,20130411,000000,1927.3000000,1022618
LKOH,D,20130412,000000,1929.4000000,612652
LKOH,D,20130415,000000,1898.8000000,993510
LKOH,D,20130416,000000,1901.0000000,589154
LKOH,D,20130417,000000,1902.0000000,791767
LKOH,D,20130418,000000,1892.8000000,770694
LKOH,D,20130419,000000,1882.0000000,923795
LKOH,D,20130422,000000,1868.7000000,944160
LKOH,D,20130423,000000,1898.1000000,1049618
LKOH,D,20130424,000000,1964.1000000,1132137
LKOH,D,20130425,000000,1959.0000000,1025681
LKOH,D,20130426,000000,1950.0000000,788641
LKOH,D,20130429,000000,1932.0000000,438071
LKOH,D,20130430,000000,1972.5000000,787572
LKOH,D,20130502,000000,1973.6000000,458686
LKOH,D,20130503,000000,2006.0000000,465435
LKOH,D,20130506,000000,2013.4000000,572804
LKOH,D,20130507,000000,2036.8000000,1385803
LKOH,D,20130508,000000,2037.0000000,895663
LKOH,D,20130510,000000,2039.7000000,495327
LKOH,D,20130513,000000,2049.4000000,989731
LKOH,D,20130514,000000,2024.0000000,1005841
LKOH,D,20130515,000000,2020.2000000,564028
LKOH,D,20130516,000000,1998.3000000,545868
LKOH,D,20130517,000000,2025.3000000,518668
LKOH,D,20130520,000000,2025.1000000,480825
LKOH,D,20130521,000000,2041.9000000,542580
LKOH,D,20130522,000000,2080.0000000,1194711
LKOH,D,20130523,000000,2031.5000000,1290592
LKOH,D,20130524,000000,2009.0000000,904536
LKOH,D,20130527,000000,1993.0000000,497343
LKOH,D,20130528,000000,2012.3000000,975164
LKOH,D,20130529,000000,1940.2000000,1501086
LKOH,D,20130530,000000,1919.4000000,1166587
LKOH,D,20130531,000000,1878.0000000,1590323
LKOH,D,20130603,000000,1883.3000000,1548822
LKOH,D,20130604,000000,1878.4000000,852003
LKOH,D,20130605,000000,1880.1000000,1411127
LKOH,D,20130606,000000,1868.0000000,900209
LKOH,D,20130607,000000,1918.0000000,1273938
LKOH,D,20130610,000000,1890.0000000,997309
LKOH,D,20130611,000000,1860.0000000,1361835
LKOH,D,20130613,000000,1842.5000000,1432139
LKOH,D,20130614,000000,1859.0000000,1331561
LKOH,D,20130617,000000,1883.7000000,1683732
LKOH,D,20130618,000000,1891.5000000,1042819
LKOH,D,20130619,000000,1878.5000000,858362
LKOH,D,20130620,000000,1865.1000000,1106021
LKOH,D,20130621,000000,1798.3000000,1864481
LKOH,D,20130624,000000,1787.9000000,1355829
LKOH,D,20130625,000000,1815.4000000,1219935
LKOH,D,20130626,000000,1866.7000000,1329975
LKOH,D,20130627,000000,1857.9000000,1039402
LKOH,D,20130628,000000,1890.4000000,1213284
LKOH,D,20130701,000000,1913.1000000,705564
LKOH,D,20130702,000000,1914.8000000,663574
LKOH,D,20130703,000000,1927.6000000,839384
LKOH,D,20130704,000000,1929.8000000,412219
LKOH,D,20130705,000000,1914.8000000,618840
LKOH,D,20130708,000000,1920.9000000,446933
LKOH,D,20130709,000000,1913.1000000,491692
LKOH,D,20130710,000000,1894.7000000,683696
LKOH,D,20130711,000000,1954.5000000,1298738
LKOH,D,20130712,000000,1989.2000000,1175811
LKOH,D,20130715,000000,1994.0000000,644499
LKOH,D,20130716,000000,1995.0000000,1153799
LKOH,D,20130717,000000,1992.0000000,1088333
LKOH,D,20130718,000000,2003.0000000,1268352
LKOH,D,20130719,000000,2019.6000000,835487
LKOH,D,20130722,000000,2002.5000000,589089
LKOH,D,20130723,000000,2016.6000000,569149
LKOH,D,20130724,000000,2005.3000000,875506
LKOH,D,20130725,000000,1994.1000000,935456
LKOH,D,20130726,000000,1987.0000000,441025
LKOH,D,20130729,000000,1975.8000000,451697
LKOH,D,20130730,000000,1974.9000000,687130
LKOH,D,20130731,000000,1950.0000000,723013
LKOH,D,20130801,000000,1966.2000000,1230486
LKOH,D,20130802,000000,1957.1000000,595988
LKOH,D,20130805,000000,1958.9000000,537824
LKOH,D,20130806,000000,1901.0000000,1053039
LKOH,D,20130807,000000,1906.8000000,625360
LKOH,D,20130808,000000,1903.6000000,1444840
LKOH,D,20130809,000000,1922.0000000,1156976
LKOH,D,20130812,000000,1921.9000000,946859
LKOH,D,20130813,000000,1950.0000000,1090123
LKOH,D,20130814,000000,1980.0000000,1070094
LKOH,D,20130815,000000,1944.1000000,1267243
LKOH,D,20130816,000000,1917.5000000,1105012
LKOH,D,20130819,000000,1907.8000000,653900
LKOH,D,20130820,000000,1906.0000000,797388
LKOH,D,20130821,000000,1907.9000000,803216
LKOH,D,20130822,000000,1944.9000000,1229869
LKOH,D,20130823,000000,1946.0000000,933096
LKOH,D,20130826,000000,1945.5000000,384545
LKOH,D,20130827,000000,1948.4000000,711993
LKOH,D,20130828,000000,1959.1000000,1183751
LKOH,D,20130829,000000,1950.0000000,760462
LKOH,D,20130830,000000,1924.5000000,852095
LKOH,D,20130902,000000,1945.1000000,378722
LKOH,D,20130903,000000,1942.5000000,754278
LKOH,D,20130904,000000,1929.9000000,486531
LKOH,D,20130905,000000,1993.0000000,1145130
LKOH,D,20130906,000000,2000.2000000,1638959
LKOH,D,20130909,000000,2020.0000000,1290619
LKOH,D,20130910,000000,2002.0000000,1431694
LKOH,D,20130911,000000,2023.1000000,915321
LKOH,D,20130912,000000,2008.8000000,1291152
LKOH,D,20130913,000000,2006.6000000,729443
LKOH,D,20130916,000000,2029.0000000,1409147
LKOH,D,20130917,000000,2029.9000000,760342
LKOH,D,20130918,000000,2017.5000000,818199
LKOH,D,20130919,000000,2036.7000000,1871318
LKOH,D,20130920,000000,2025.0000000,2233860
LKOH,D,20130923,000000,2042.1000000,1018509
LKOH,D,20130924,000000,2043.0000000,1197894
LKOH,D,20130925,000000,2079.0000000,1187288
LKOH,D,20130926,000000,2082.0000000,1362042
LKOH,D,20130927,000000,2083.0000000,1197920
LKOH,D,20130930,000000,2054.9000000,884365
LKOH,D,20131001,000000,2046.1000000,630722
LKOH,D,20131002,000000,2029.3000000,893399
LKOH,D,20131003,000000,2037.9000000,878451
LKOH,D,20131004,000000,2055.0000000,916280
LKOH,D,20131007,000000,2062.5000000,964221
LKOH,D,20131008,000000,2112.0000000,2419998
LKOH,D,20131009,000000,2111.6000000,1286252
LKOH,D,20131010,000000,2120.0000000,979621
LKOH,D,20131011,000000,2119.0000000,802027
LKOH,D,20131014,000000,2107.0000000,697650
LKOH,D,20131015,000000,2136.0000000,835555
LKOH,D,20131016,000000,2125.1000000,678300
LKOH,D,20131017,000000,2092.3000000,1161448
LKOH,D,20131018,000000,2122.1000000,976844
LKOH,D,20131021,000000,2117.6000000,623526
LKOH,D,20131022,000000,2108.0000000,852016
LKOH,D,20131023,000000,2087.5000000,783742
LKOH,D,20131024,000000,2071.1000000,740293
LKOH,D,20131025,000000,2094.0000000,740459
LKOH,D,20131028,000000,2097.9000000,682136
LKOH,D,20131029,000000,2107.2000000,735543
LKOH,D,20131030,000000,2089.9000000,771419
LKOH,D,20131031,000000,2102.4000000,1071141
LKOH,D,20131101,000000,2112.0000000,613348
LKOH,D,20131105,000000,2093.9000000,927588
LKOH,D,20131106,000000,2087.4000000,986881
LKOH,D,20131107,000000,2093.0000000,995507
LKOH,D,20131108,000000,2064.1000000,1128651
LKOH,D,20131111,000000,2059.6000000,753227
LKOH,D,20131112,000000,2079.0000000,1021627
LKOH,D,20131113,000000,2048.5000000,1355951
LKOH,D,20131114,000000,2078.2000000,1148623
LKOH,D,20131115,000000,2071.0000000,644875
LKOH,D,20131118,000000,2092.0000000,943894
LKOH,D,20131119,000000,2087.0000000,772129
LKOH,D,20131120,000000,2084.1000000,716418
LKOH,D,20131121,000000,2066.4000000,762028
LKOH,D,20131122,000000,2084.3000000,925161
LKOH,D,20131125,000000,2080.2000000,939695
LKOH,D,20131126,000000,2070.1000000,1672680
LKOH,D,20131127,000000,2054.1000000,1594751
LKOH,D,20131128,000000,2050.1000000,791761
LKOH,D,20131129,000000,2042.8000000,1116670
LKOH,D,20131202,000000,2033.6000000,752833
LKOH,D,20131203,000000,2000.1000000,2163359
LKOH,D,20131204,000000,1982.5000000,2279358
LKOH,D,20131205,000000,1961.1000000,1695231
LKOH,D,20131206,000000,1970.0000000,1128547
LKOH,D,20131209,000000,1994.6000000,1400866
LKOH,D,20131210,000000,1999.7000000,1240269
LKOH,D,20131211,000000,2002.5000000,1213416
LKOH,D,20131212,000000,1997.5000000,1339550
LKOH,D,20131213,000000,1998.3000000,1586394
LKOH,D,20131216,000000,2011.6000000,1410517
LKOH,D,20131217,000000,2022.3000000,1124965
LKOH,D,20131218,000000,2018.3000000,1038735
LKOH,D,20131219,000000,2037.6000000,1352543
LKOH,D,20131220,000000,2033.0000000,790602
LKOH,D,20131223,000000,2025.8000000,870757
LKOH,D,20131224,000000,2014.8000000,568897
LKOH,D,20131225,000000,2006.5000000,557708
LKOH,D,20131226,000000,2016.2000000,267297
LKOH,D,20131227,000000,2007.3000000,323206
LKOH,D,20131230,000000,2039.7000000,446198
LKOH,D,20140106,000000,1990.2000000,795577
LKOH,D,20140108,000000,1959.1000000,664794
LKOH,D,20140109,000000,1979.1000000,1207032
LKOH,D,20140110,000000,1991.6000000,1081065
LKOH,D,20140113,000000,2001.1000000,1092407
LKOH,D,20140114,000000,1980.0000000,1232510
LKOH,D,20140115,000000,1999.9000000,1096345
LKOH,D,20140116,000000,1979.6000000,921555
LKOH,D,20140117,000000,1978.4000000,917708
LKOH,D,20140120,000000,1998.5000000,760396
LKOH,D,20140121,000000,2000.5000000,863095
LKOH,D,20140122,000000,2001.4000000,1064471
LKOH,D,20140123,000000,1978.1000000,1112754
LKOH,D,20140124,000000,1956.9000000,2463981
LKOH,D,20140127,000000,1961.9000000,1853324
LKOH,D,20140128,000000,1973.3000000,1378117
LKOH,D,20140129,000000,1960.0000000,1963314
LKOH,D,20140130,000000,1997.9000000,2087114
LKOH,D,20140131,000000,1989.0000000,1447593
LKOH,D,20140203,000000,1966.8000000,1151780
LKOH,D,20140204,000000,1970.1000000,1064398
LKOH,D,20140205,000000,1965.0000000,1007766
LKOH,D,20140206,000000,1969.1000000,972604
LKOH,D,20140207,000000,1975.1000000,1143351
LKOH,D,20140210,000000,1988.1000000,730291
LKOH,D,20140211,000000,2015.5000000,1134267
LKOH,D,20140212,000000,2028.2000000,718658
LKOH,D,20140213,000000,2023.0000000,1171825
LKOH,D,20140214,000000,2039.3000000,1330806
LKOH,D,20140217,000000,2049.0000000,980329
LKOH,D,20140218,000000,2040.7000000,1307105
LKOH,D,20140219,000000,2029.1000000,2916889
LKOH,D,20140220,000000,2042.0000000,1882714
LKOH,D,20140221,000000,2030.9000000,726129
LKOH,D,20140224,000000,2030.3000000,450101
LKOH,D,20140225,000000,2010.9000000,789819
LKOH,D,20140226,000000,2009.0000000,903821
LKOH,D,20140227,000000,2002.0000000,1343580
LKOH,D,20140228,000000,1963.0000000,2877667
LKOH,D,20140303,000000,1817.2000000,5305872
LKOH,D,20140304,000000,1899.7000000,3779345
LKOH,D,20140305,000000,1920.0000000,2086298
LKOH,D,20140306,000000,1890.0000000,3268756
LKOH,D,20140307,000000,1959.5000000,2366320
LKOH,D,20140311,000000,1938.4000000,1733760
LKOH,D,20140312,000000,1888.5000000,2437820
LKOH,D,20140313,000000,1842.0000000,2196881
LKOH,D,20140314,000000,1882.0000000,3731843
LKOH,D,20140317,000000,1897.1000000,4800577
LKOH,D,20140318,000000,1914.7000000,2267943
LKOH,D,20140319,000000,1886.0000000,1741514
LKOH,D,20140320,000000,1892.0000000,1228082
LKOH,D,20140321,000000,1910.0000000,2730999
LKOH,D,20140324,000000,1869.4000000,1349016
LKOH,D,20140325,000000,1879.5000000,1476517
LKOH,D,20140326,000000,1920.0000000,1346885
LKOH,D,20140327,000000,1909.0000000,1018719
LKOH,D,20140328,000000,1906.0000000,1145971
LKOH,D,20140331,000000,1960.0000000,1275926
LKOH,D,20140401,000000,1965.6000000,1362536
LKOH,D,20140402,000000,1954.0000000,991073
LKOH,D,20140403,000000,1954.0000000,812683
LKOH,D,20140404,000000,1966.0000000,1020965
LKOH,D,20140407,000000,1920.0000000,1676570
LKOH,D,20140408,000000,1920.0000000,1648302
LKOH,D,20140409,000000,1900.0000000,1384651
LKOH,D,20140410,000000,1914.3000000,1666819
LKOH,D,20140411,000000,1898.1000000,1271484
LKOH,D,20140414,000000,1880.0000000,1281127
LKOH,D,20140415,000000,1850.0000000,1020268
LKOH,D,20140416,000000,1865.0000000,1361268
LKOH,D,20140417,000000,1872.0000000,882890
LKOH,D,20140418,000000,1899.9000000,809051
LKOH,D,20140421,000000,1889.0000000,766604
LKOH,D,20140422,000000,1873.4000000,878872
LKOH,D,20140423,000000,1880.1000000,691980
LKOH,D,20140424,000000,1856.7000000,1449787
LKOH,D,20140425,000000,1838.0000000,1478511
LKOH,D,20140428,000000,1865.0000000,1183095
LKOH,D,20140429,000000,1889.3000000,1066021
LKOH,D,20140430,000000,1880.1000000,730245
LKOH,D,20140502,000000,1884.1000000,454010
LKOH,D,20140505,000000,1866.0000000,554975
LKOH,D,20140506,000000,1878.9000000,929839
LKOH,D,20140507,000000,1919.0000000,1618108
LKOH,D,20140508,000000,1942.8000000,1220532
LKOH,D,20140512,000000,1950.0000000,1002957
LKOH,D,20140513,000000,1931.3000000,962693
LKOH,D,20140514,000000,1910.9000000,1339594
LKOH,D,20140515,000000,1890.0000000,1219550
LKOH,D,20140516,000000,1919.0000000,965614
LKOH,D,20140519,000000,1938.0000000,1368732
LKOH,D,20140520,000000,1979.0000000,1474536
LKOH,D,20140521,000000,1995.0000000,1503362
LKOH,D,20140522,000000,1965.2000000,1048120
LKOH,D,20140523,000000,1957.0000000,844813
LKOH,D,20140526,000000,1972.0000000,486394
LKOH,D,20140527,000000,1930.3000000,1420563
LKOH,D,20140528,000000,1944.9000000,759578
LKOH,D,20140529,000000,1977.7000000,1115154
LKOH,D,20140530,000000,1968.0000000,1351881
LKOH,D,20140602,000000,2037.0000000,1273192
LKOH,D,20140603,000000,2050.0000000,1118169
LKOH,D,20140604,000000,2047.0000000,869270
LKOH,D,20140605,000000,2035.0000000,844557
LKOH,D,20140606,000000,2030.6000000,1126901
LKOH,D,20140609,000000,2025.0000000,716156
LKOH,D,20140610,000000,2061.4000000,968179
LKOH,D,20140611,000000,2097.9000000,1127166
LKOH,D,20140616,000000,2149.0000000,3720613
LKOH,D,20140617,000000,2130.0000000,1493124
LKOH,D,20140618,000000,2126.9000000,1129592
LKOH,D,20140619,000000,2112.1000000,1139869
LKOH,D,20140620,000000,2100.0000000,1067281
LKOH,D,20140623,000000,2082.6000000,1144984
LKOH,D,20140624,000000,2099.1000000,1140054
LKOH,D,20140625,000000,2037.4000000,1262857
LKOH,D,20140626,000000,2028.6000000,1666519
LKOH,D,20140627,000000,2021.0000000,760298
LKOH,D,20140630,000000,2036.0000000,720824
LKOH,D,20140701,000000,2063.9000000,986864
LKOH,D,20140702,000000,2110.0000000,1034470
LKOH,D,20140703,000000,2089.9000000,643943
LKOH,D,20140704,000000,2062.9000000,808844
LKOH,D,20140707,000000,2113.0000000,1080390
LKOH,D,20140708,000000,2122.9000000,1080501
LKOH,D,20140709,000000,2104.9000000,927441
LKOH,D,20140710,000000,2093.2000000,1196249
LKOH,D,20140711,000000,2105.0000000,1292420
LKOH,D,20140714,000000,2016.5000000,1446104
LKOH,D,20140715,000000,2018.0000000,1297983
LKOH,D,20140716,000000,2050.8000000,1341273
LKOH,D,20140717,000000,2004.8000000,2069524
LKOH,D,20140718,000000,1990.0000000,1674618
LKOH,D,20140721,000000,1940.0000000,1234319
LKOH,D,20140722,000000,1970.0000000,1393390
LKOH,D,20140723,000000,1980.5000000,883190
LKOH,D,20140724,000000,2005.0000000,995998
LKOH,D,20140725,000000,1976.7000000,1056355
LKOH,D,20140728,000000,1957.0000000,842884
LKOH,D,20140729,000000,1975.0000000,844087
LKOH,D,20140730,000000,2005.3000000,1591561
LKOH,D,20140731,000000,2000.9000000,1052992
LKOH,D,20140801,000000,1995.3000000,741553
LKOH,D,20140804,000000,1984.9000000,734839
LKOH,D,20140805,000000,1957.0000000,708035
LKOH,D,20140806,000000,1929.8000000,1208346
LKOH,D,20140807,000000,1932.7000000,970519
LKOH,D,20140808,000000,1928.3000000,1281580
LKOH,D,20140811,000000,1947.1000000,997011
LKOH,D,20140812,000000,1953.7000000,853460
LKOH,D,20140813,000000,1974.9000000,1085481
LKOH,D,20140814,000000,1991.0000000,1014153
LKOH,D,20140815,000000,2011.1000000,1019060
LKOH,D,20140818,000000,2043.0000000,352115
LKOH,D,20140819,000000,2063.9000000,792093
LKOH,D,20140820,000000,2085.0000000,968083
LKOH,D,20140821,000000,2100.6000000,791644
LKOH,D,20140822,000000,2085.0000000,689042
LKOH,D,20140825,000000,2088.0000000,292224
LKOH,D,20140826,000000,2068.0000000,653345
LKOH,D,20140827,000000,2096.5000000,586500
LKOH,D,20140828,000000,2083.0000000,1194045
LKOH,D,20140829,000000,2055.0000000,1009473
LKOH,D,20140901,000000,2034.9000000,1048060
LKOH,D,20140902,000000,2042.1000000,670151
LKOH,D,20140903,000000,2115.0000000,1961986
LKOH,D,20140904,000000,2131.5000000,992935
LKOH,D,20140905,000000,2163.0000000,955217
LKOH,D,20140908,000000,2153.3000000,1072844
LKOH,D,20140909,000000,2163.6000000,558623
LKOH,D,20140910,000000,2163.0000000,602012
LKOH,D,20140911,000000,2149.2000000,890280
LKOH,D,20140912,000000,2163.1000000,1150291
LKOH,D,20140915,000000,2174.9000000,1789958
LKOH,D,20140916,000000,2185.0000000,1004213
LKOH,D,20140917,000000,2141.5000000,1360201
LKOH,D,20140918,000000,2130.0000000,778822
LKOH,D,20140919,000000,2071.0000000,1895074
LKOH,D,20140922,000000,2050.0000000,833665
LKOH,D,20140923,000000,2049.6000000,1516461
LKOH,D,20140924,000000,2059.1000000,1010822
LKOH,D,20140925,000000,2043.5000000,1242645
LKOH,D,20140926,000000,2064.9000000,989984
LKOH,D,20140929,000000,2007.9000000,1206867
LKOH,D,20140930,000000,2015.0000000,1218495
LKOH,D,20141001,000000,1993.5000000,1069780
LKOH,D,20141002,000000,1964.0000000,1443996
LKOH,D,20141003,000000,1990.0000000,1007287
LKOH,D,20141006,000000,2042.0000000,851899
LKOH,D,20141007,000000,2007.6000000,804118
LKOH,D,20141008,000000,1976.0000000,1341147
LKOH,D,20141009,000000,1980.0000000,1266199
LKOH,D,20141010,000000,1925.1000000,1489461
LKOH,D,20141013,000000,1978.0000000,1289862
LKOH,D,20141014,000000,2005.4000000,1597721
LKOH,D,20141015,000000,1980.0000000,1346961
LKOH,D,20141016,000000,1955.0000000,1503614
LKOH,D,20141017,000000,1986.6000000,1224992
LKOH,D,20141020,000000,1978.0000000,1138813
LKOH,D,20141021,000000,1990.0000000,1274841
LKOH,D,20141022,000000,1964.9000000,1706084
LKOH,D,20141023,000000,1932.3000000,1601823
LKOH,D,20141024,000000,1948.5000000,932269
LKOH,D,20141027,000000,1991.9000000,1384704
LKOH,D,20141028,000000,2014.0000000,1200099
LKOH,D,20141029,000000,2042.5000000,1668592
LKOH,D,20141030,000000,2055.0000000,2035218
LKOH,D,20141031,000000,2120.0000000,2829432
LKOH,D,20141103,000000,2117.0000000,649108
LKOH,D,20141105,000000,2127.7000000,1820388
LKOH,D,20141106,000000,2132.7000000,1685051
LKOH,D,20141107,000000,2126.5000000,2796410
LKOH,D,20141110,000000,2139.9000000,1755055
LKOH,D,20141111,000000,2125.1000000,930269
LKOH,D,20141112,000000,2126.0000000,1075492
LKOH,D,20141113,000000,2083.6000000,1211374
LKOH,D,20141114,000000,2084.0000000,1280568
LKOH,D,20141117,000000,2085.0000000,753044
LKOH,D,20141118,000000,2132.3000000,1633046
LKOH,D,20141119,000000,2180.0000000,1086131
LKOH,D,20141120,000000,2230.0000000,1269751
LKOH,D,20141121,000000,2280.4000000,1519535
LKOH,D,20141124,000000,2261.3000000,932402
LKOH,D,20141125,000000,2259.1000000,985428
LKOH,D,20141126,000000,2280.0000000,1240300
LKOH,D,20141127,000000,2295.0000000,1885541
LKOH,D,20141128,000000,2291.7000000,1884102
LKOH,D,20141201,000000,2418.1000000,2773907
LKOH,D,20141202,000000,2449.9000000,1924537
LKOH,D,20141203,000000,2573.0000000,2223310
LKOH,D,20141204,000000,2490.1000000,2552625
LKOH,D,20141205,000000,2391.1000000,1573449
LKOH,D,20141208,000000,2355.0000000,1761694
LKOH,D,20141209,000000,2318.0000000,1287522
LKOH,D,20141210,000000,2296.0000000,1161586
LKOH,D,20141211,000000,2223.4000000,1950770
LKOH,D,20141212,000000,2292.3000000,2541593
LKOH,D,20141215,000000,2264.0000000,2857225
LKOH,D,20141216,000000,2359.0000000,3188558
LKOH,D,20141217,000000,2263.0000000,2945156
LKOH,D,20141218,000000,2370.0000000,2522352
LKOH,D,20141219,000000,2300.0000000,1275518
LKOH,D,20141222,000000,2363.5000000,1573749
LKOH,D,20141223,000000,2260.0000000,1327396
LKOH,D,20141224,000000,2236.0000000,691513
LKOH,D,20141225,000000,2205.7000000,566703
LKOH,D,20141226,000000,2264.0000000,524889
LKOH,D,20141229,000000,2298.9000000,1151324
LKOH,D,20141230,000000,2225.0000000,852067
LKOH,D,20150105,000000,2295.0000000,567607
LKOH,D,20150106,000000,2345.0000000,811041
LKOH,D,20150108,000000,2572.0000000,1099715
LKOH,D,20150109,000000,2461.0000000,1203809
LKOH,D,20150112,000000,2477.0000000,909067
LKOH,D,20150113,000000,2522.0000000,1316755
LKOH,D,20150114,000000,2588.0000000,764395
LKOH,D,20150115,000000,2618.9000000,1285131
LKOH,D,20150116,000000,2736.0000000,1096043
LKOH,D,20150119,000000,2640.0000000,1694526
LKOH,D,20150120,000000,2628.7000000,1060596
LKOH,D,20150121,000000,2752.0000000,1123431
LKOH,D,20150122,000000,2820.0000000,2055982
LKOH,D,20150123,000000,2849.0000000,1630194
LKOH,D,20150126,000000,2864.9000000,1420700
LKOH,D,20150127,000000,2925.1000000,1159742
LKOH,D,20150128,000000,2865.2000000,1318705
LKOH,D,20150129,000000,2845.2000000,1306854
LKOH,D,20150130,000000,2789.9000000,1205436
LKOH,D,20150202,000000,2750.1000000,1675469
LKOH,D,20150203,000000,2851.5000000,1241543
LKOH,D,20150204,000000,2910.0000000,1258020
LKOH,D,20150205,000000,2996.0000000,2085101
LKOH,D,20150206,000000,3120.1000000,2153165
LKOH,D,20150209,000000,3016.0000000,2681345
LKOH,D,20150210,000000,3000.0000000,1268154
LKOH,D,20150211,000000,3069.1000000,1419373
LKOH,D,20150212,000000,3120.0000000,2335273
LKOH,D,20150213,000000,3135.0000000,1042290
LKOH,D,20150216,000000,3020.0000000,908960
LKOH,D,20150217,000000,3010.0000000,1104724
LKOH,D,20150218,000000,3000.0000000,1174234
LKOH,D,20150219,000000,2994.8000000,1066866
LKOH,D,20150220,000000,2990.0000000,773474
LKOH,D,20150224,000000,3001.0000000,703843
LKOH,D,20150225,000000,2933.4000000,1495880
LKOH,D,20150226,000000,2935.0000000,1029460
LKOH,D,20150227,000000,2981.2000000,1050170
LKOH,D,20150302,000000,3027.2000000,932917
LKOH,D,20150303,000000,3009.5000000,1156616
LKOH,D,20150304,000000,2955.0000000,1053096
LKOH,D,20150305,000000,2915.0000000,1137433
LKOH,D,20150306,000000,2800.0000000,1006194
LKOH,D,20150310,000000,2699.0000000,1565646
LKOH,D,20150311,000000,2726.9000000,1278048
LKOH,D,20150312,000000,2733.9000000,892010
LKOH,D,20150313,000000,2659.0000000,1164264
LKOH,D,20150316,000000,2666.0000000,1597032
LKOH,D,20150317,000000,2689.0000000,1098553
LKOH,D,20150318,000000,2735.0000000,932976
LKOH,D,20150319,000000,2689.8000000,1188094
LKOH,D,20150320,000000,2710.0000000,1497304
LKOH,D,20150323,000000,2679.9000000,906562
LKOH,D,20150324,000000,2709.7000000,818707
LKOH,D,20150325,000000,2697.3000000,1220040
LKOH,D,20150326,000000,2623.0000000,1586623
LKOH,D,20150327,000000,2577.0000000,706770
