<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
QIWI,D,20160215,000000,985.0000000,3396
QIWI,D,20160216,000000,985.0000000,1368
QIWI,D,20160217,000000,980.0000000,3340
QIWI,D,20160218,000000,965.0000000,8106
QIWI,D,20160219,000000,915.0000000,10014
QIWI,D,20160220,000000,935.0000000,967
QIWI,D,20160222,000000,885.0000000,8115
QIWI,D,20160224,000000,865.0000000,11339
QIWI,D,20160225,000000,860.0000000,11538
QIWI,D,20160226,000000,840.0000000,19630
QIWI,D,20160229,000000,860.0000000,12777
QIWI,D,20160301,000000,870.0000000,14268
QIWI,D,20160302,000000,825.0000000,11257
QIWI,D,20160303,000000,830.0000000,10121
QIWI,D,20160304,000000,845.0000000,3542
QIWI,D,20160307,000000,865.0000000,5907
QIWI,D,20160309,000000,845.0000000,18619
QIWI,D,20160310,000000,835.0000000,21309
QIWI,D,20160311,000000,855.0000000,12717
QIWI,D,20160314,000000,865.0000000,6439
QIWI,D,20160315,000000,865.0000000,44256
QIWI,D,20160316,000000,935.0000000,71497
QIWI,D,20160317,000000,905.0000000,22028
QIWI,D,20160318,000000,930.0000000,8533
QIWI,D,20160321,000000,975.0000000,18316
QIWI,D,20160322,000000,980.0000000,8661
QIWI,D,20160323,000000,985.0000000,24201
QIWI,D,20160324,000000,990.0000000,27872
QIWI,D,20160325,000000,985.0000000,3393
QIWI,D,20160328,000000,965.0000000,6387
QIWI,D,20160329,000000,950.0000000,6770
QIWI,D,20160330,000000,945.0000000,8523
QIWI,D,20160331,000000,965.0000000,5526
QIWI,D,20160401,000000,955.0000000,6819
QIWI,D,20160404,000000,955.0000000,6789
QIWI,D,20160405,000000,955.0000000,4135
QIWI,D,20160406,000000,955.0000000,1569
QIWI,D,20160407,000000,950.0000000,3121
QIWI,D,20160408,000000,940.0000000,7889
QIWI,D,20160411,000000,960.0000000,7253
QIWI,D,20160412,000000,1035.0000000,28303
QIWI,D,20160413,000000,1075.0000000,10090
QIWI,D,20160414,000000,1075.0000000,14044
QIWI,D,20160415,000000,1065.0000000,3012
QIWI,D,20160418,000000,1060.0000000,1593
QIWI,D,20160419,000000,1050.0000000,1687
QIWI,D,20160420,000000,1030.0000000,2286
QIWI,D,20160421,000000,1040.0000000,2571
QIWI,D,20160422,000000,1040.0000000,2126
QIWI,D,20160425,000000,1040.0000000,1581
QIWI,D,20160426,000000,1020.0000000,1876
QIWI,D,20160427,000000,925.0000000,14867
QIWI,D,20160428,000000,845.0000000,32560
QIWI,D,20160429,000000,805.0000000,23563
QIWI,D,20160504,000000,740.0000000,34338
QIWI,D,20160505,000000,732.0000000,20962
QIWI,D,20160506,000000,719.0000000,24340
QIWI,D,20160510,000000,709.0000000,17213
QIWI,D,20160511,000000,718.0000000,28270
QIWI,D,20160512,000000,722.0000000,10466
QIWI,D,20160513,000000,729.0000000,6289
QIWI,D,20160516,000000,726.0000000,17694
QIWI,D,20160517,000000,718.0000000,13113
QIWI,D,20160518,000000,750.0000000,33042
QIWI,D,20160519,000000,790.0000000,46688
QIWI,D,20160520,000000,807.0000000,16043
QIWI,D,20160523,000000,806.0000000,29250
QIWI,D,20160524,000000,795.0000000,12130
QIWI,D,20160525,000000,813.0000000,6032
QIWI,D,20160526,000000,820.0000000,8726
QIWI,D,20160527,000000,833.0000000,12313
QIWI,D,20160530,000000,833.0000000,883
QIWI,D,20160531,000000,823.0000000,3776
QIWI,D,20160601,000000,816.0000000,13389
QIWI,D,20160602,000000,840.0000000,9450
QIWI,D,20160603,000000,825.0000000,3168
QIWI,D,20160606,000000,860.0000000,8392
QIWI,D,20160607,000000,899.0000000,16049
QIWI,D,20160608,000000,883.0000000,5307
QIWI,D,20160609,000000,909.0000000,5949
QIWI,D,20160610,000000,932.0000000,9708
QIWI,D,20160614,000000,884.0000000,9156
QIWI,D,20160615,000000,887.0000000,7863
QIWI,D,20160616,000000,861.0000000,4951
QIWI,D,20160617,000000,892.0000000,2239
QIWI,D,20160620,000000,874.0000000,1702
QIWI,D,20160621,000000,876.0000000,3552
QIWI,D,20160622,000000,892.0000000,1483
QIWI,D,20160623,000000,875.0000000,1614
QIWI,D,20160624,000000,826.0000000,5729
QIWI,D,20160627,000000,806.0000000,4994
QIWI,D,20160628,000000,836.0000000,3486
QIWI,D,20160629,000000,869.0000000,2414
QIWI,D,20160630,000000,852.0000000,2095
QIWI,D,20160701,000000,835.0000000,3311
QIWI,D,20160704,000000,850.0000000,515
QIWI,D,20160705,000000,804.0000000,12517
QIWI,D,20160706,000000,808.0000000,5345
QIWI,D,20160707,000000,810.0000000,1893
QIWI,D,20160708,000000,823.0000000,2550
QIWI,D,20160711,000000,829.0000000,1688
QIWI,D,20160712,000000,833.0000000,5445
QIWI,D,20160713,000000,814.0000000,4986
QIWI,D,20160714,000000,809.0000000,4191
QIWI,D,20160715,000000,785.0000000,16257
QIWI,D,20160718,000000,770.0000000,5656
QIWI,D,20160719,000000,775.0000000,4443
QIWI,D,20160720,000000,783.0000000,5037
QIWI,D,20160721,000000,779.0000000,11491
QIWI,D,20160722,000000,792.0000000,35981
QIWI,D,20160725,000000,793.0000000,3119
QIWI,D,20160726,000000,793.0000000,10208
QIWI,D,20160727,000000,802.0000000,19139
QIWI,D,20160728,000000,807.0000000,18607
QIWI,D,20160729,000000,800.0000000,627
QIWI,D,20160801,000000,800.0000000,11180
QIWI,D,20160802,000000,798.0000000,21228
QIWI,D,20160803,000000,785.0000000,10098
QIWI,D,20160804,000000,793.0000000,16191
QIWI,D,20160805,000000,799.0000000,3353
QIWI,D,20160808,000000,805.0000000,4181
QIWI,D,20160809,000000,813.0000000,2084
QIWI,D,20160810,000000,798.0000000,14249
QIWI,D,20160811,000000,795.0000000,26201
QIWI,D,20160812,000000,782.0000000,27776
QIWI,D,20160815,000000,802.0000000,6639
QIWI,D,20160816,000000,844.0000000,30644
QIWI,D,20160817,000000,870.0000000,30381
QIWI,D,20160818,000000,862.0000000,6202
QIWI,D,20160819,000000,855.0000000,6262
QIWI,D,20160822,000000,867.0000000,4639
QIWI,D,20160823,000000,895.0000000,9799
QIWI,D,20160824,000000,912.0000000,7228
QIWI,D,20160825,000000,921.0000000,16292
QIWI,D,20160826,000000,904.0000000,23968
QIWI,D,20160829,000000,932.0000000,14881
QIWI,D,20160830,000000,939.0000000,10300
QIWI,D,20160831,000000,935.0000000,8235
QIWI,D,20160901,000000,970.0000000,6066
QIWI,D,20160902,000000,987.0000000,8958
QIWI,D,20160905,000000,980.0000000,3582
QIWI,D,20160906,000000,979.0000000,9502
QIWI,D,20160907,000000,973.0000000,2781
QIWI,D,20160908,000000,950.0000000,5392
QIWI,D,20160909,000000,977.0000000,7238
QIWI,D,20160912,000000,973.0000000,2647
QIWI,D,20160913,000000,970.0000000,1062
QIWI,D,20160914,000000,975.0000000,7937
QIWI,D,20160915,000000,1009.0000000,9019
QIWI,D,20160916,000000,1005.0000000,5473
QIWI,D,20160919,000000,1010.0000000,1614
QIWI,D,20160920,000000,995.0000000,1327
QIWI,D,20160921,000000,993.0000000,3695
QIWI,D,20160922,000000,1018.0000000,1949
QIWI,D,20160923,000000,1017.0000000,2552
QIWI,D,20160926,000000,1003.0000000,1952
QIWI,D,20160927,000000,991.0000000,1397
QIWI,D,20160928,000000,989.0000000,390
QIWI,D,20160929,000000,952.0000000,2709
QIWI,D,20160930,000000,937.0000000,1390
QIWI,D,20161003,000000,931.0000000,4193
QIWI,D,20161004,000000,930.0000000,598
QIWI,D,20161005,000000,928.0000000,1056
QIWI,D,20161006,000000,907.0000000,1922
QIWI,D,20161007,000000,872.0000000,5251
QIWI,D,20161010,000000,859.0000000,3268
QIWI,D,20161011,000000,881.0000000,1079
QIWI,D,20161012,000000,899.0000000,2129
QIWI,D,20161013,000000,922.0000000,2412
QIWI,D,20161014,000000,945.0000000,1187
QIWI,D,20161017,000000,926.0000000,573
QIWI,D,20161018,000000,931.0000000,2269
QIWI,D,20161019,000000,907.0000000,3142
QIWI,D,20161020,000000,868.0000000,6703
QIWI,D,20161021,000000,843.0000000,6532
QIWI,D,20161024,000000,849.0000000,3771
QIWI,D,20161025,000000,860.0000000,373
QIWI,D,20161026,000000,837.0000000,1231
QIWI,D,20161027,000000,824.0000000,5238
QIWI,D,20161028,000000,825.0000000,2892
QIWI,D,20161031,000000,829.0000000,1620
QIWI,D,20161101,000000,816.0000000,4977
QIWI,D,20161102,000000,810.0000000,11036
QIWI,D,20161103,000000,810.0000000,5863
QIWI,D,20161107,000000,824.0000000,6102
QIWI,D,20161108,000000,803.0000000,6412
QIWI,D,20161109,000000,831.0000000,2779
QIWI,D,20161110,000000,833.0000000,3705
QIWI,D,20161111,000000,844.0000000,2054
QIWI,D,20161114,000000,840.0000000,4170
QIWI,D,20161115,000000,838.0000000,14822
QIWI,D,20161116,000000,827.0000000,11784
QIWI,D,20161117,000000,836.0000000,9660
QIWI,D,20161118,000000,844.0000000,1768
QIWI,D,20161121,000000,854.0000000,15013
QIWI,D,20161122,000000,865.0000000,20257
QIWI,D,20161123,000000,880.0000000,2854
QIWI,D,20161124,000000,880.0000000,1642
QIWI,D,20161125,000000,870.0000000,1149
QIWI,D,20161128,000000,870.0000000,1030
QIWI,D,20161129,000000,894.0000000,3907
QIWI,D,20161130,000000,878.0000000,4055
QIWI,D,20161201,000000,829.0000000,16633
QIWI,D,20161202,000000,828.0000000,8686
QIWI,D,20161205,000000,811.0000000,6610
QIWI,D,20161206,000000,806.0000000,25369
QIWI,D,20161207,000000,801.0000000,30708
QIWI,D,20161208,000000,799.0000000,10277
QIWI,D,20161209,000000,791.0000000,12804
QIWI,D,20161212,000000,780.0000000,10238
QIWI,D,20161213,000000,783.0000000,35568
QIWI,D,20161214,000000,789.0000000,7171
QIWI,D,20161215,000000,782.0000000,12514
QIWI,D,20161216,000000,776.0000000,14925
QIWI,D,20161219,000000,781.0000000,1859
QIWI,D,20161220,000000,785.0000000,2857
QIWI,D,20161221,000000,778.0000000,5884
QIWI,D,20161222,000000,778.0000000,869
QIWI,D,20161223,000000,778.0000000,1217
QIWI,D,20161226,000000,782.0000000,611
QIWI,D,20161227,000000,770.0000000,8251
QIWI,D,20161228,000000,774.0000000,3769
QIWI,D,20161229,000000,782.0000000,5853
QIWI,D,20161230,000000,780.0000000,3485
QIWI,D,20170103,000000,782.0000000,2463
QIWI,D,20170104,000000,784.0000000,4085
QIWI,D,20170105,000000,779.0000000,6626
QIWI,D,20170106,000000,775.0000000,3238
QIWI,D,20170109,000000,776.0000000,1494
QIWI,D,20170110,000000,768.0000000,9276
QIWI,D,20170111,000000,753.0000000,11982
QIWI,D,20170112,000000,724.0000000,22169
QIWI,D,20170113,000000,730.0000000,5884
QIWI,D,20170116,000000,741.0000000,4468
QIWI,D,20170117,000000,741.0000000,1549
QIWI,D,20170118,000000,716.0000000,16252
QIWI,D,20170119,000000,714.0000000,10009
QIWI,D,20170120,000000,711.0000000,10187
QIWI,D,20170123,000000,713.0000000,2645
QIWI,D,20170124,000000,712.0000000,2203
QIWI,D,20170125,000000,736.0000000,6261
QIWI,D,20170126,000000,781.0000000,29041
QIWI,D,20170127,000000,799.0000000,18254
QIWI,D,20170130,000000,793.0000000,4957
QIWI,D,20170131,000000,821.0000000,10457
QIWI,D,20170201,000000,820.0000000,6624
QIWI,D,20170202,000000,810.0000000,5245
QIWI,D,20170203,000000,800.0000000,3281
QIWI,D,20170206,000000,800.0000000,2015
QIWI,D,20170207,000000,822.0000000,10645
QIWI,D,20170208,000000,815.0000000,3872
QIWI,D,20170209,000000,819.0000000,6368
QIWI,D,20170210,000000,841.0000000,19243
QIWI,D,20170213,000000,849.0000000,32896
QIWI,D,20170214,000000,842.0000000,31328
QIWI,D,20170215,000000,855.0000000,9684
QIWI,D,20170216,000000,860.0000000,7534
QIWI,D,20170217,000000,875.0000000,11622
QIWI,D,20170220,000000,885.0000000,12112
QIWI,D,20170221,000000,895.0000000,11899
QIWI,D,20170222,000000,907.0000000,46809
QIWI,D,20170224,000000,844.0000000,7800
QIWI,D,20170227,000000,822.0000000,8376
QIWI,D,20170228,000000,819.0000000,5225
QIWI,D,20170301,000000,822.0000000,1379
QIWI,D,20170302,000000,832.0000000,6409
QIWI,D,20170303,000000,836.0000000,1009
QIWI,D,20170306,000000,839.0000000,1464
QIWI,D,20170307,000000,861.0000000,16597
QIWI,D,20170309,000000,881.0000000,31186
QIWI,D,20170310,000000,918.0000000,28911
QIWI,D,20170313,000000,909.0000000,9430
QIWI,D,20170314,000000,935.0000000,23463
QIWI,D,20170315,000000,972.0000000,26376
QIWI,D,20170316,000000,965.0000000,17170
QIWI,D,20170317,000000,940.0000000,8223
QIWI,D,20170320,000000,971.0000000,3761
QIWI,D,20170321,000000,974.0000000,50684
QIWI,D,20170322,000000,939.0000000,4421
QIWI,D,20170323,000000,970.0000000,3707
QIWI,D,20170324,000000,958.0000000,10037
QIWI,D,20170327,000000,926.0000000,2345
QIWI,D,20170328,000000,950.0000000,1345
QIWI,D,20170329,000000,946.0000000,689
QIWI,D,20170330,000000,927.0000000,1125
QIWI,D,20170331,000000,956.0000000,3024
QIWI,D,20170403,000000,951.0000000,6594
QIWI,D,20170404,000000,958.0000000,8642
QIWI,D,20170405,000000,962.0000000,946
QIWI,D,20170406,000000,970.0000000,6278
QIWI,D,20170407,000000,947.0000000,1326
QIWI,D,20170410,000000,975.0000000,7776
QIWI,D,20170411,000000,976.0000000,6334
QIWI,D,20170412,000000,962.0000000,788
QIWI,D,20170413,000000,955.0000000,1267
QIWI,D,20170414,000000,942.0000000,194
QIWI,D,20170417,000000,938.0000000,738
QIWI,D,20170418,000000,941.0000000,1389
QIWI,D,20170419,000000,959.0000000,538
QIWI,D,20170420,000000,994.0000000,2823
QIWI,D,20170421,000000,986.0000000,3715
QIWI,D,20170424,000000,996.0000000,1645
QIWI,D,20170425,000000,1000.0000000,2469
QIWI,D,20170426,000000,1023.0000000,4153
QIWI,D,20170427,000000,1047.0000000,1644
QIWI,D,20170428,000000,1090.0000000,1966
QIWI,D,20170502,000000,1093.0000000,2576
QIWI,D,20170503,000000,1120.0000000,2714
QIWI,D,20170504,000000,1159.0000000,5946
QIWI,D,20170505,000000,1122.0000000,2431
QIWI,D,20170510,000000,1149.0000000,430
QIWI,D,20170511,000000,1131.0000000,3179
QIWI,D,20170512,000000,1129.0000000,3874
QIWI,D,20170515,000000,1102.0000000,1418
QIWI,D,20170516,000000,1115.0000000,1014
QIWI,D,20170517,000000,1220.0000000,9504
QIWI,D,20170518,000000,1250.0000000,12048
QIWI,D,20170519,000000,1265.0000000,26644
QIWI,D,20170522,000000,1230.0000000,12944
QIWI,D,20170523,000000,1294.0000000,3746
QIWI,D,20170524,000000,1266.0000000,2789
QIWI,D,20170525,000000,1291.0000000,415
QIWI,D,20170526,000000,1301.0000000,2955
QIWI,D,20170529,000000,1316.0000000,551
QIWI,D,20170530,000000,1357.0000000,3020
QIWI,D,20170531,000000,1297.0000000,8808
QIWI,D,20170601,000000,1325.0000000,581
QIWI,D,20170602,000000,1303.0000000,967
QIWI,D,20170605,000000,1310.0000000,6466
QIWI,D,20170606,000000,1301.0000000,891
QIWI,D,20170607,000000,1327.0000000,172
QIWI,D,20170608,000000,1315.0000000,803
QIWI,D,20170609,000000,1365.0000000,2130
QIWI,D,20170613,000000,1370.0000000,19298
QIWI,D,20170614,000000,1410.0000000,26704
QIWI,D,20170615,000000,1429.0000000,5791
QIWI,D,20170616,000000,1443.0000000,5541
QIWI,D,20170619,000000,1440.0000000,9458
QIWI,D,20170620,000000,1450.0000000,608
QIWI,D,20170621,000000,1462.0000000,15193
QIWI,D,20170622,000000,1445.0000000,1180
QIWI,D,20170623,000000,1439.0000000,438
QIWI,D,20170626,000000,1436.0000000,181
QIWI,D,20170627,000000,1420.0000000,419
QIWI,D,20170628,000000,1452.0000000,7762
QIWI,D,20170629,000000,1425.0000000,435
QIWI,D,20170630,000000,1446.0000000,565
QIWI,D,20170703,000000,1495.0000000,2138
QIWI,D,20170704,000000,1492.0000000,8228
QIWI,D,20170705,000000,1470.0000000,733
QIWI,D,20170706,000000,1439.0000000,862
QIWI,D,20170707,000000,1441.0000000,1561
QIWI,D,20170710,000000,1400.0000000,1702
QIWI,D,20170711,000000,1399.0000000,110855
QIWI,D,20170712,000000,1433.0000000,1280
QIWI,D,20170713,000000,1385.0000000,1678
QIWI,D,20170714,000000,1360.0000000,1744
QIWI,D,20170717,000000,1350.0000000,155950
QIWI,D,20170718,000000,1265.0000000,6522
QIWI,D,20170719,000000,1223.0000000,827
QIWI,D,20170720,000000,1201.0000000,306
QIWI,D,20170721,000000,1193.0000000,816
QIWI,D,20170724,000000,1223.0000000,967
QIWI,D,20170725,000000,1220.0000000,2305
QIWI,D,20170726,000000,1165.0000000,581
QIWI,D,20170727,000000,1146.0000000,1855
QIWI,D,20170728,000000,1076.0000000,2630
QIWI,D,20170731,000000,1089.0000000,3631
QIWI,D,20170801,000000,1150.0000000,4591
QIWI,D,20170802,000000,1136.0000000,1717
QIWI,D,20170803,000000,1112.0000000,516
QIWI,D,20170804,000000,1151.0000000,307
QIWI,D,20170807,000000,1190.0000000,8504
QIWI,D,20170808,000000,1204.0000000,8304
QIWI,D,20170809,000000,1193.0000000,458
QIWI,D,20170810,000000,1134.0000000,4828
QIWI,D,20170811,000000,1085.0000000,3928
QIWI,D,20170814,000000,1086.0000000,3088
QIWI,D,20170815,000000,1080.0000000,6418
QIWI,D,20170816,000000,1059.0000000,3764
QIWI,D,20170817,000000,1043.0000000,3467
QIWI,D,20170818,000000,1048.0000000,589
QIWI,D,20170821,000000,1038.0000000,2486
QIWI,D,20170822,000000,1045.0000000,3126
QIWI,D,20170823,000000,1040.0000000,614
QIWI,D,20170824,000000,1040.0000000,4018
QIWI,D,20170825,000000,970.0000000,8683
QIWI,D,20170828,000000,976.0000000,8187
QIWI,D,20170829,000000,950.0000000,5495
QIWI,D,20170830,000000,933.0000000,3684
QIWI,D,20170831,000000,974.0000000,3494
QIWI,D,20170901,000000,944.0000000,4288
QIWI,D,20170904,000000,959.0000000,3399
QIWI,D,20170905,000000,920.0000000,5320
QIWI,D,20170906,000000,936.0000000,4504
QIWI,D,20170907,000000,963.0000000,3976
QIWI,D,20170908,000000,1000.0000000,5832
QIWI,D,20170911,000000,1035.0000000,9667
QIWI,D,20170912,000000,1040.0000000,6635
QIWI,D,20170913,000000,1046.0000000,7666
QIWI,D,20170914,000000,1020.0000000,4940
QIWI,D,20170915,000000,991.0000000,2011
QIWI,D,20170918,000000,1008.0000000,680
QIWI,D,20170919,000000,1039.0000000,8523
QIWI,D,20170920,000000,1031.0000000,942
QIWI,D,20170921,000000,1007.0000000,2516
QIWI,D,20170922,000000,1035.0000000,1319
QIWI,D,20170925,000000,990.0000000,8655
QIWI,D,20170926,000000,960.0000000,7976
QIWI,D,20170927,000000,946.0000000,9412
QIWI,D,20170928,000000,957.0000000,3322
QIWI,D,20170929,000000,970.0000000,2629
QIWI,D,20171002,000000,946.0000000,18516
